2026-01-31T15:25:07+03:00
Running benchStr.exe
Run on (32 X 2494 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x16)
  L1 Instruction 32 KiB (x16)
  L2 Unified 256 KiB (x16)
  L3 Unified 40960 KiB (x1)
--------------------------------------------------------------------------------------------------------------------------------------------------------
Benchmark                                                                                                              Time             CPU   Iterations
stringa e          = "Test text";_stddev                                                                           0.019 ns        0.036 ns           10
stringa e          = "Test text";_cv                                                                                0.69 %          1.26 %            10
lstringa<20> e     = "Test text";_mean                                                                              2.56 ns         2.56 ns           10
lstringa<20> e     = "Test text";_median                                                                            2.56 ns         2.55 ns           10
lstringa<20> e     = "Test text";_stddev                                                                           0.034 ns        0.047 ns           10
lstringa<20> e     = "Test text";_cv                                                                                1.31 %          1.83 %            10
lstringa<40> e     = "Test text";_mean                                                                              2.55 ns         2.54 ns           10
lstringa<40> e     = "Test text";_median                                                                            2.53 ns         2.51 ns           10
lstringa<40> e     = "Test text";_stddev                                                                           0.048 ns        0.054 ns           10
lstringa<40> e     = "Test text";_cv                                                                                1.90 %          2.12 %            10
-----  Create Str from long literal (30 symbols) ---------/repeats:1                                               0.000 ns        0.000 ns   1000000000000
std::string e      = "123456789012345678901234567890";_mean                                                         78.1 ns         78.0 ns           10
std::string e      = "123456789012345678901234567890";_median                                                       77.3 ns         76.7 ns           10
std::string e      = "123456789012345678901234567890";_stddev                                                       4.08 ns         4.03 ns           10
std::string e      = "123456789012345678901234567890";_cv                                                           5.22 %          5.17 %            10
std::string_view e = "123456789012345678901234567890";_mean                                                         1.83 ns         1.83 ns           10
std::string_view e = "123456789012345678901234567890";_median                                                       1.83 ns         1.84 ns           10
std::string_view e = "123456789012345678901234567890";_stddev                                                      0.027 ns        0.026 ns           10
std::string_view e = "123456789012345678901234567890";_cv                                                           1.45 %          1.41 %            10
ssa e              = "123456789012345678901234567890";_mean                                                         1.82 ns         1.81 ns           10
ssa e              = "123456789012345678901234567890";_median                                                       1.82 ns         1.80 ns           10
ssa e              = "123456789012345678901234567890";_stddev                                                      0.017 ns        0.028 ns           10
ssa e              = "123456789012345678901234567890";_cv                                                           0.96 %          1.56 %            10
stringa e          = "123456789012345678901234567890";_mean                                                         2.54 ns         2.53 ns           10
stringa e          = "123456789012345678901234567890";_median                                                       2.54 ns         2.51 ns           10
stringa e          = "123456789012345678901234567890";_stddev                                                      0.034 ns        0.046 ns           10
stringa e          = "123456789012345678901234567890";_cv                                                           1.34 %          1.82 %            10
lstringa<20> e     = "123456789012345678901234567890";_mean                                                         74.9 ns         74.8 ns           10
lstringa<20> e     = "123456789012345678901234567890";_median                                                       74.6 ns         73.9 ns           10
lstringa<20> e     = "123456789012345678901234567890";_stddev                                                       1.39 ns         1.88 ns           10
lstringa<20> e     = "123456789012345678901234567890";_cv                                                           1.86 %          2.52 %            10
lstringa<40> e     = "123456789012345678901234567890";_mean                                                         3.31 ns         3.30 ns           10
lstringa<40> e     = "123456789012345678901234567890";_median                                                       3.28 ns         3.28 ns           10
lstringa<40> e     = "123456789012345678901234567890";_stddev                                                      0.069 ns        0.081 ns           10
lstringa<40> e     = "123456789012345678901234567890";_cv                                                           2.10 %          2.45 %            10
-----  Create copy of Str with 9 symbols ---------/repeats:1                                                       0.000 ns        0.000 ns   1000000000000
std::string e      = "Test text"; auto c{e};_mean                                                                   5.75 ns         5.72 ns           10
std::string e      = "Test text"; auto c{e};_median                                                                 5.75 ns         5.72 ns           10
std::string e      = "Test text"; auto c{e};_stddev                                                                0.069 ns        0.147 ns           10
std::string e      = "Test text"; auto c{e};_cv                                                                     1.21 %          2.57 %            10
std::string_view e = "Test text"; auto c{e};_mean                                                                   3.49 ns         3.49 ns           10
std::string_view e = "Test text"; auto c{e};_median                                                                 3.47 ns         3.45 ns           10
std::string_view e = "Test text"; auto c{e};_stddev                                                                0.054 ns        0.054 ns           10
std::string_view e = "Test text"; auto c{e};_cv                                                                     1.55 %          1.55 %            10
ssa e              = "Test text"; auto c{e};_mean                                                                   3.51 ns         3.51 ns           10
ssa e              = "Test text"; auto c{e};_median                                                                 3.50 ns         3.53 ns           10
ssa e              = "Test text"; auto c{e};_stddev                                                                0.052 ns        0.054 ns           10
ssa e              = "Test text"; auto c{e};_cv                                                                     1.48 %          1.54 %            10
stringa e          = "Test text"; auto c{e};_mean                                                                   4.03 ns         4.03 ns           10
stringa e          = "Test text"; auto c{e};_median                                                                 4.01 ns         3.99 ns           10
stringa e          = "Test text"; auto c{e};_stddev                                                                0.076 ns        0.097 ns           10
stringa e          = "Test text"; auto c{e};_cv                                                                     1.89 %          2.42 %            10
lstringa<20> e     = "Test text"; auto c{e};_mean                                                                   7.80 ns         7.71 ns           10
lstringa<20> e     = "Test text"; auto c{e};_median                                                                 7.76 ns         7.67 ns           10
lstringa<20> e     = "Test text"; auto c{e};_stddev                                                                0.314 ns        0.180 ns           10
lstringa<20> e     = "Test text"; auto c{e};_cv                                                                     4.02 %          2.34 %            10
lstringa<40> e     = "Test text"; auto c{e};_mean                                                                   8.53 ns         8.48 ns           10
lstringa<40> e     = "Test text"; auto c{e};_median                                                                 8.30 ns         8.37 ns           10
lstringa<40> e     = "Test text"; auto c{e};_stddev                                                                0.575 ns        0.594 ns           10
lstringa<40> e     = "Test text"; auto c{e};_cv                                                                     6.74 %          7.01 %            10
-----  Create copy of Str with 30 symbols ---------/repeats:1                                                      0.000 ns        0.000 ns   1000000000000
std::string e      = "123456789012345678901234567890"; auto c{e};_mean                                              78.2 ns         78.0 ns           10
std::string e      = "123456789012345678901234567890"; auto c{e};_median                                            78.1 ns         77.6 ns           10
std::string e      = "123456789012345678901234567890"; auto c{e};_stddev                                            5.51 ns         5.76 ns           10
std::string e      = "123456789012345678901234567890"; auto c{e};_cv                                                7.04 %          7.39 %            10
std::string_view e = "123456789012345678901234567890"; auto c{e};_mean                                              1.81 ns         1.81 ns           10
std::string_view e = "123456789012345678901234567890"; auto c{e};_median                                            1.81 ns         1.80 ns           10
std::string_view e = "123456789012345678901234567890"; auto c{e};_stddev                                           0.025 ns        0.040 ns           10
std::string_view e = "123456789012345678901234567890"; auto c{e};_cv                                                1.38 %          2.19 %            10
ssa e              = "123456789012345678901234567890"; auto c{e};_mean                                              1.81 ns         1.81 ns           10
ssa e              = "123456789012345678901234567890"; auto c{e};_median                                            1.82 ns         1.80 ns           10
ssa e              = "123456789012345678901234567890"; auto c{e};_stddev                                           0.018 ns        0.026 ns           10
ssa e              = "123456789012345678901234567890"; auto c{e};_cv                                                0.98 %          1.46 %            10
stringa e          = "123456789012345678901234567890"; auto c{e};_mean                                              2.92 ns         2.92 ns           10
stringa e          = "123456789012345678901234567890"; auto c{e};_median                                            2.93 ns         2.92 ns           10
stringa e          = "123456789012345678901234567890"; auto c{e};_stddev                                           0.044 ns        0.054 ns           10
stringa e          = "123456789012345678901234567890"; auto c{e};_cv                                                1.50 %          1.86 %            10
lstringa<20> e     = "123456789012345678901234567890"; auto c{e};_mean                                              80.9 ns         80.9 ns           10
lstringa<20> e     = "123456789012345678901234567890"; auto c{e};_median                                            80.9 ns         80.2 ns           10
lstringa<20> e     = "123456789012345678901234567890"; auto c{e};_stddev                                            2.53 ns         2.99 ns           10
lstringa<20> e     = "123456789012345678901234567890"; auto c{e};_cv                                                3.12 %          3.69 %            10
lstringa<40> e     = "123456789012345678901234567890"; auto c{e};_mean                                              6.60 ns         6.60 ns           10
lstringa<40> e     = "123456789012345678901234567890"; auto c{e};_median                                            6.62 ns         6.70 ns           10
lstringa<40> e     = "123456789012345678901234567890"; auto c{e};_stddev                                           0.123 ns        0.148 ns           10
