Benchmarks of simstr, version 1.7.2
Sources: https://github.com/orefkov/simstr
Results: https://orefkov.github.io/simstr/results.html
Compiler GNU 15.2.0
2026-02-27T18:08:43+03:00
Running ./benchStr
Run on (32 X 2494.22 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x16)
  L1 Instruction 32 KiB (x16)
  L2 Unified 256 KiB (x16)
  L3 Unified 40960 KiB (x1)
Load Average: 0.00, 0.00, 0.00
***WARNING*** ASLR is enabled, the results may have unreproducible noise in them.
--------------------------------------------------------------------------------------------------------------------------------------------------------
Benchmark                                                                                                              Time             CPU   Iterations
lstringa<20> e     = "123456789012345678901234567890"; auto c{e};_mean                                              19.5 ns         19.5 ns            4
lstringa<20> e     = "123456789012345678901234567890"; auto c{e};_median                                            19.3 ns         19.3 ns            4
lstringa<20> e     = "123456789012345678901234567890"; auto c{e};_stddev                                           0.428 ns        0.428 ns            4
lstringa<20> e     = "123456789012345678901234567890"; auto c{e};_cv                                                2.20 %          2.20 %             4
lstringa<40> e     = "123456789012345678901234567890"; auto c{e};_mean                                              4.07 ns         4.07 ns            4
lstringa<40> e     = "123456789012345678901234567890"; auto c{e};_median                                            4.06 ns         4.06 ns            4
lstringa<40> e     = "123456789012345678901234567890"; auto c{e};_stddev                                           0.039 ns        0.039 ns            4
lstringa<40> e     = "123456789012345678901234567890"; auto c{e};_cv                                                0.95 %          0.95 %             4
-----  Find 9 symbols text in end of 99 symbols text ---------/repeats:1                                           0.000 ns        0.000 ns   1000000000000
sz::string::find;_mean                                                                                              84.9 ns         84.9 ns            4
sz::string::find;_median                                                                                            85.1 ns         85.1 ns            4
sz::string::find;_stddev                                                                                           0.593 ns        0.593 ns            4
sz::string::find;_cv                                                                                                0.70 %          0.70 %             4
