2026-01-31T15:51:52+03:00
Running ./benchStr
Run on (32 X 2494.22 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x16)
  L1 Instruction 32 KiB (x16)
  L2 Unified 256 KiB (x16)
  L3 Unified 40960 KiB (x1)
Load Average: 0.05, 0.01, 0.00
***WARNING*** ASLR is enabled, the results may have unreproducible noise in them.
--------------------------------------------------------------------------------------------------------------------------------------------------------
Benchmark                                                                                                              Time             CPU   Iterations
ssa e              = "Test text";_mean                                                                             0.735 ns        0.735 ns           10
ssa e              = "Test text";_median                                                                           0.728 ns        0.728 ns           10
ssa e              = "Test text";_stddev                                                                           0.024 ns        0.024 ns           10
ssa e              = "Test text";_cv                                                                                3.32 %          3.32 %            10
stringa e          = "Test text";_mean                                                                              1.14 ns         1.14 ns           10
stringa e          = "Test text";_median                                                                            1.12 ns         1.12 ns           10
stringa e          = "Test text";_stddev                                                                           0.053 ns        0.053 ns           10
stringa e          = "Test text";_cv                                                                                4.65 %          4.65 %            10
lstringa<20> e     = "Test text";_mean                                                                              1.88 ns         1.88 ns           10
lstringa<20> e     = "Test text";_median                                                                            1.85 ns         1.85 ns           10
lstringa<20> e     = "Test text";_stddev                                                                           0.092 ns        0.092 ns           10
lstringa<20> e     = "Test text";_cv                                                                                4.93 %          4.93 %            10
lstringa<40> e     = "Test text";_mean                                                                              1.83 ns         1.83 ns           10
lstringa<40> e     = "Test text";_median                                                                            1.83 ns         1.83 ns           10
lstringa<40> e     = "Test text";_stddev                                                                           0.014 ns        0.014 ns           10
lstringa<40> e     = "Test text";_cv                                                                                0.76 %          0.76 %            10
-----  Create Str from long literal (30 symbols) ---------/repeats:1                                               0.000 ns        0.000 ns   1000000000000
std::string e      = "123456789012345678901234567890";_mean                                                         18.8 ns         18.8 ns           10
std::string e      = "123456789012345678901234567890";_median                                                       18.8 ns         18.8 ns           10
std::string e      = "123456789012345678901234567890";_stddev                                                      0.430 ns        0.430 ns           10
std::string e      = "123456789012345678901234567890";_cv                                                           2.29 %          2.29 %            10
std::string_view e = "123456789012345678901234567890";_mean                                                        0.738 ns        0.738 ns           10
std::string_view e = "123456789012345678901234567890";_median                                                      0.734 ns        0.734 ns           10
std::string_view e = "123456789012345678901234567890";_stddev                                                      0.016 ns        0.016 ns           10
std::string_view e = "123456789012345678901234567890";_cv                                                           2.13 %          2.13 %            10
ssa e              = "123456789012345678901234567890";_mean                                                        0.732 ns        0.732 ns           10
ssa e              = "123456789012345678901234567890";_median                                                      0.731 ns        0.731 ns           10
ssa e              = "123456789012345678901234567890";_stddev                                                      0.009 ns        0.009 ns           10
ssa e              = "123456789012345678901234567890";_cv                                                           1.20 %          1.20 %            10
stringa e          = "123456789012345678901234567890";_mean                                                         1.11 ns         1.11 ns           10
stringa e          = "123456789012345678901234567890";_median                                                       1.11 ns         1.11 ns           10
stringa e          = "123456789012345678901234567890";_stddev                                                      0.024 ns        0.024 ns           10
stringa e          = "123456789012345678901234567890";_cv                                                           2.15 %          2.15 %            10
lstringa<20> e     = "123456789012345678901234567890";_mean                                                         21.2 ns         21.2 ns           10
lstringa<20> e     = "123456789012345678901234567890";_median                                                       21.5 ns         21.5 ns           10
lstringa<20> e     = "123456789012345678901234567890";_stddev                                                       1.32 ns         1.32 ns           10
lstringa<20> e     = "123456789012345678901234567890";_cv                                                           6.25 %          6.25 %            10
lstringa<40> e     = "123456789012345678901234567890";_mean                                                         1.85 ns         1.85 ns           10
lstringa<40> e     = "123456789012345678901234567890";_median                                                       1.83 ns         1.83 ns           10
lstringa<40> e     = "123456789012345678901234567890";_stddev                                                      0.070 ns        0.070 ns           10
lstringa<40> e     = "123456789012345678901234567890";_cv                                                           3.76 %          3.76 %            10
-----  Create copy of Str with 9 symbols ---------/repeats:1                                                       0.000 ns        0.000 ns   1000000000000
std::string e      = "Test text"; auto c{e};_mean                                                                   4.82 ns         4.82 ns           10
std::string e      = "Test text"; auto c{e};_median                                                                 4.81 ns         4.81 ns           10
std::string e      = "Test text"; auto c{e};_stddev                                                                0.095 ns        0.095 ns           10
std::string e      = "Test text"; auto c{e};_cv                                                                     1.96 %          1.96 %            10
std::string_view e = "Test text"; auto c{e};_mean                                                                  0.381 ns        0.381 ns           10
std::string_view e = "Test text"; auto c{e};_median                                                                0.381 ns        0.381 ns           10
std::string_view e = "Test text"; auto c{e};_stddev                                                                0.006 ns        0.006 ns           10
std::string_view e = "Test text"; auto c{e};_cv                                                                     1.63 %          1.63 %            10
ssa e              = "Test text"; auto c{e};_mean                                                                  0.373 ns        0.373 ns           10
ssa e              = "Test text"; auto c{e};_median                                                                0.372 ns        0.372 ns           10
ssa e              = "Test text"; auto c{e};_stddev                                                                0.009 ns        0.009 ns           10
ssa e              = "Test text"; auto c{e};_cv                                                                     2.54 %          2.54 %            10
stringa e          = "Test text"; auto c{e};_mean                                                                   1.30 ns         1.30 ns           10
stringa e          = "Test text"; auto c{e};_median                                                                 1.29 ns         1.29 ns           10
stringa e          = "Test text"; auto c{e};_stddev                                                                0.029 ns        0.029 ns           10
stringa e          = "Test text"; auto c{e};_cv                                                                     2.20 %          2.20 %            10
lstringa<20> e     = "Test text"; auto c{e};_mean                                                                   4.61 ns         4.61 ns           10
lstringa<20> e     = "Test text"; auto c{e};_median                                                                 4.50 ns         4.50 ns           10
lstringa<20> e     = "Test text"; auto c{e};_stddev                                                                0.343 ns        0.343 ns           10
lstringa<20> e     = "Test text"; auto c{e};_cv                                                                     7.45 %          7.45 %            10
lstringa<40> e     = "Test text"; auto c{e};_mean                                                                   4.58 ns         4.58 ns           10
lstringa<40> e     = "Test text"; auto c{e};_median                                                                 4.45 ns         4.45 ns           10
lstringa<40> e     = "Test text"; auto c{e};_stddev                                                                0.340 ns        0.340 ns           10
lstringa<40> e     = "Test text"; auto c{e};_cv                                                                     7.42 %          7.42 %            10
-----  Create copy of Str with 30 symbols ---------/repeats:1                                                      0.000 ns        0.000 ns   1000000000000
std::string e      = "123456789012345678901234567890"; auto c{e};_mean                                              23.8 ns         23.8 ns           10
std::string e      = "123456789012345678901234567890"; auto c{e};_median                                            23.9 ns         23.9 ns           10
std::string e      = "123456789012345678901234567890"; auto c{e};_stddev                                           0.322 ns        0.322 ns           10
std::string e      = "123456789012345678901234567890"; auto c{e};_cv                                                1.36 %          1.36 %            10
std::string_view e = "123456789012345678901234567890"; auto c{e};_mean                                             0.742 ns        0.742 ns           10
std::string_view e = "123456789012345678901234567890"; auto c{e};_median                                           0.732 ns        0.732 ns           10
std::string_view e = "123456789012345678901234567890"; auto c{e};_stddev                                           0.035 ns        0.035 ns           10
std::string_view e = "123456789012345678901234567890"; auto c{e};_cv                                                4.71 %          4.71 %            10
ssa e              = "123456789012345678901234567890"; auto c{e};_mean                                             0.742 ns        0.742 ns           10
ssa e              = "123456789012345678901234567890"; auto c{e};_median                                           0.741 ns        0.741 ns           10
ssa e              = "123456789012345678901234567890"; auto c{e};_stddev                                           0.016 ns        0.016 ns           10
ssa e              = "123456789012345678901234567890"; auto c{e};_cv                                                2.14 %          2.14 %            10
stringa e          = "123456789012345678901234567890"; auto c{e};_mean                                              1.11 ns         1.11 ns           10
stringa e          = "123456789012345678901234567890"; auto c{e};_median                                            1.11 ns         1.11 ns           10
stringa e          = "123456789012345678901234567890"; auto c{e};_stddev                                           0.015 ns        0.015 ns           10
stringa e          = "123456789012345678901234567890"; auto c{e};_cv                                                1.40 %          1.40 %            10
